PERMNO,NAMEDT,SHRCD,EXCHCD,SICCD,NCUSIP,TICKER,COMNAM,BEGEXCHDATE,ENDEXCHDATE
91050,2012-03-22,11,2,7372,55302P20,MGT,M G T CAPITAL INVESTMENTS INC,2005-12-19,2016-10-19
91051,2012-07-27,31,1,7371,45173H20,PTI,IGATE COMPUTER SYSTEMS LTD,2005-12-08,2012-09-28
91052,2018-06-04,73,3,6726,46137V14,PHO,INVESCO E T F TRUST,2005-12-06,2023-12-29
91053,2018-06-04,73,4,6726,46137V61,PRF,INVESCO E T F TRUST,2005-12-19,2023-12-29
91055,2018-06-04,73,4,6726,46137V24,SPHQ,INVESCO E T F TRUST,2005-12-06,2023-12-29
91056,2008-11-03,73,4,6726,73935X76,PTE,POWERSHARES E T F TRUST,2005-12-06,2010-12-14
91060,2005-12-23,14,1,6726,86703810,FGI,SUNAMERICA FOCUSED ALPHA LG CAP,2005-12-23,2012-01-13
91061,2005-12-14,31,1,3674,86800C10,STP,SUNTECH POWER HOLDINGS CO LTD,2005-12-14,2013-11-08
91063,2011-12-01,11,3,4841,92553P20,VIAB,VIACOM INC NEW,2006-01-03,2019-12-04
91065,2005-12-15,12,1,4512,P3107610,CPA,COPA HOLDINGS SA,2005-12-15,2023-12-29
91066,2011-12-01,11,3,4841,92553P10,VIA,VIACOM INC NEW,2006-01-03,2019-12-04
91067,2006-01-19,11,1,1311,12618H30,CXG,C N X GAS CORP,2006-01-19,2010-05-28
91068,2006-02-07,11,1,5812,16965610,CMG,CHIPOTLE MEXICAN GRILL INC,2006-01-26,2023-12-29
91069,2016-12-19,11,2,1382,36729W20,GST,GASTAR EXPLORATION INC NEW,2006-01-05,2018-09-06
91071,2006-01-11,11,1,4911,60467R10,MIR,MIRANT CORP NEW,2006-01-11,2010-12-03
91072,2009-09-01,14,1,6726,42327Y20,HMH,HELIOS MULTI SECTOR HG INC FD IN,2006-01-19,2014-08-12
91073,2006-01-19,11,1,2911,95931910,WNR,WESTERN REFINING INC,2006-01-19,2017-06-01
91075,2006-01-20,11,3,3743,02916P10,ARII,AMERICAN RAILCAR INDUSTRIES INC,2006-01-20,2018-12-04
91076,2006-01-26,71,3,2911,13147610,CLMT,CALUMET SPECIALTY PRODS PTNRS LP,2006-01-26,2023-12-29
91077,2006-01-27,11,3,6022,20754610,CTBC,CONNECTICUT BANK & TRUST CO,2006-01-27,2012-04-19
91078,2017-04-13,11,3,2834,45254C20,IMNP,IMMUNE PHARMACEUTICALS INC,2006-01-05,2018-07-25
91079,2006-01-31,11,3,3990,34969Q10,FNET,FORTUNET INC,2006-01-31,2010-03-03
91080,2006-01-31,11,3,7350,40403010,HEES,H & E EQUIPMENT SERVICES INC,2006-01-31,2023-12-29
91081,2006-01-13,71,3,1311,53602010,LINE,LINN ENERGY LLC,2006-01-13,2016-05-23
91082,2018-08-27,12,3,7371,M7867311,PERI,PERION NETWORK LTD,2006-01-31,2023-12-29
91083,2021-07-15,11,3,6712,55977T20,MGYR,MAGYAR BANCORP INC,2006-01-24,2023-12-29
91084,2011-08-09,71,1,1311,75885Y10,RGP,REGENCY ENERGY PARTNERS L P,2006-01-31,2015-04-29
91086,2021-01-04,11,3,2836,00484M60,ACOR,ACORDA THERAPEUTICS INC,2006-02-10,2023-12-29
91088,2016-06-22,11,3,3841,25236610,DXTR,DEXTERA SURGICAL INC,2006-02-03,2017-12-12
91090,2006-02-08,11,3,3021,22704610,CROX,CROCS INC,2006-02-08,2023-12-29
91091,2008-02-11,11,3,6794,68562L10,ORCD,ORCHARD ENTERPRISES INC,2006-02-02,2010-07-29
91095,2006-02-23,11,3,7389,53635B10,LQDT,LIQUIDITY SERVICES INC,2006-02-23,2023-12-29
91096,2006-02-14,11,3,7011,61748W10,MHGC,MORGANS HOTEL GROUP CO,2006-02-14,2016-11-30
91098,2006-02-09,11,3,8090,65411N10,NHWK,NIGHTHAWK RADIOLOGY HOLDINGS INC,2006-02-09,2010-12-22
91099,2011-11-01,11,3,4813,67020Q30,NTLS,NTELOS HOLDINGS CORP,2006-02-09,2016-05-06
91100,2006-02-13,11,3,1311,77777930,ROSE,ROSETTA RESOURCES INC,2006-02-13,2015-07-20
91102,2006-02-02,11,3,6211,88448110,TWPG,THOMAS WEISEL PARTNERS GROUP INC,2006-02-02,2010-06-30
91103,2019-07-01,11,3,4512,91004710,UAL,UNITED AIRLINES HOLDINGS INC,2006-02-02,2023-12-29
91106,2017-12-26,44,1,6733,09250B10,BTA,BLACKROCK LONG TERM MUNI ADV TR,2006-02-24,2023-12-29
91109,2017-06-13,11,1,1382,26927950,XCO,E X C O RESOURCES INC,2006-02-09,2017-12-22
91111,2022-03-25,71,1,5171,29273V10,ET,ENERGY TRANSFER L P,2006-02-03,2023-12-29
91112,2020-04-14,31,1,4581,40050610,PAC,GRUPO AEROPORTUARIO DEL PAC SAB,2006-02-24,2023-12-29
91113,2006-02-03,11,1,6324,42224N10,HS,HEALTHSPRING INC,2006-02-03,2012-01-30
91114,2021-04-07,11,1,5169,50060P10,KOP,KOPPERS HOLDINGS INC,2006-02-01,2023-12-29
91116,2006-03-03,11,1,1311,56845T30,ME,MARINER ENERGY INC,2006-03-03,2010-11-10
91117,2006-02-09,11,1,5812,61943010,MRT,MORTONS RESTAURANT GROUP INC NEW,2006-02-09,2012-02-01
91118,2008-11-03,73,4,6726,73935X67,PZJ,POWERSHARES E T F TRUST,2006-02-16,2010-12-14
91119,2021-02-17,18,1,6798,00489Q10,ACR,ACRES COMMERCIAL REALTY CORP,2006-02-07,2023-12-29
91122,2008-11-07,73,4,6726,78464A86,XSD,SPDR SERIES TRUST,2006-02-06,2023-12-29
91123,2008-11-07,73,4,6726,78464A88,XHB,SPDR SERIES TRUST,2006-02-06,2023-12-29
91124,2008-11-07,73,4,6726,78464A87,XBI,SPDR SERIES TRUST,2006-02-06,2023-12-29
91125,2006-02-01,31,1,3312,88089010,TX,TERNIUM S A,2006-02-01,2023-12-29
91127,2006-02-03,12,3,3670,G8224510,SMOD,SMART MODULAR TECHS W W H INC,2006-02-03,2011-08-26
91128,2006-02-28,11,3,1310,40263530,GPOR,GULFPORT ENERGY CORP,2006-02-28,2020-11-25
91129,2018-06-04,73,4,6726,46138B10,DBC,INVESCO D B COMM IDX TRK FD,2006-02-03,2023-12-29
91130,2008-09-19,73,4,6726,92204285,VWO,VANGUARD INTL EQUITY INDEX FUNDS,2005-03-10,2023-12-29
91131,2008-09-19,73,4,6726,92204286,VPL,VANGUARD INTL EQUITY INDEX FUNDS,2005-03-10,2023-12-29
91132,2008-09-19,73,4,6726,92204287,VGK,VANGUARD INTL EQUITY INDEX FUNDS,2005-03-10,2023-12-29
91133,2017-12-26,31,1,6021,05961W10,BMA,BANCO MACRO S A,2006-03-24,2023-12-29
91135,2020-12-04,12,0,1382,07317Q10,,BAYTEX ENERGY CORP,2006-03-27,2023-12-29
91136,2013-11-29,11,2,2389,02385010,APP,AMERICAN APPAREL INC,2006-03-07,2015-10-02
91137,2008-11-06,73,4,6726,33691710,FDL,FIRST TRUST EXCHANGE TRADED FUND,2006-03-15,2023-12-29
91138,2017-12-26,44,1,6722,33735330,FHY,FIRST TRUST STRAT HIGH INC FD II,2006-03-29,2018-06-22
91141,2007-03-20,11,3,6700,58501N10,MDVN,MEDIVATION INC,2006-03-15,2016-09-27
91143,2007-04-04,11,1,6231,62949110,NYX,N Y S E EURONEXT,2006-03-08,2013-11-12
91144,2008-10-31,73,4,6726,78355W30,RPV,RYDEX E T F TRUST,2006-03-07,2018-04-06
91145,2008-10-31,73,4,6726,78355W40,RPG,RYDEX E T F TRUST,2006-03-07,2018-04-06
91146,2008-10-31,73,4,6726,78355W50,RFV,RYDEX E T F TRUST,2006-03-07,2018-04-06
91147,2008-10-31,73,4,6726,78355W60,RFG,RYDEX E T F TRUST,2006-03-07,2018-04-06
91148,2008-10-31,73,4,6726,78355W70,RZV,RYDEX E T F TRUST,2006-03-07,2018-04-06
91149,2008-10-31,73,4,6726,78355W80,RZG,RYDEX E T F TRUST,2006-03-07,2018-04-06
91151,2009-09-28,12,1,5812,88706M10,THI,TIM HORTONS INC,2006-03-24,2014-12-12
91152,2006-03-15,11,1,3728,89364110,TDG,TRANSDIGM GROUP INC,2006-03-15,2023-12-29
91154,2012-06-13,11,3,2834,01538420,ALXA,ALEXZA PHARMACEUTICALS INC,2006-03-08,2016-06-16
91156,2006-03-21,11,3,3011,03073V10,AMTY,AMERITYRE CORP,2006-03-21,2010-02-03
91160,2006-03-24,11,3,7383,37947B10,GNET,GLOBAL TRAFFIC NETWORK INC,2006-03-24,2011-09-28
91161,2014-05-19,11,3,2860,39322210,GPRE,GREEN PLAINS INC,2006-03-15,2023-12-29
91162,2006-03-30,31,3,4812,16938P10,GRRF,CHINA GRENTECH CORP LTD,2006-03-30,2012-04-17
91163,2006-03-31,31,3,3674,43289P10,HIMX,HIMAX TECHNOLOGIES INC,2006-03-31,2023-12-29
91167,2013-01-10,11,3,6035,90984R10,UCBA,UNITED COMMUNITY BANCORP NEW,2006-03-31,2018-09-14
91171,2013-07-01,11,3,6022,90207C10,TRCB,TWO RIVER BANCORP,2006-04-04,2019-12-31
91172,2006-04-28,11,3,3670,12618M10,CPII,C P I INTERNATIONAL INC,2006-04-28,2011-02-10
91173,2006-04-27,12,3,7372,21869X10,CREL,COREL CORP NEW,2006-04-27,2010-01-26
91174,2006-04-28,12,3,2834,50490510,DDSS,LABOPHARM INC,2006-04-28,2011-06-29
91176,2006-04-04,11,3,6035,51070010,LSBK,LAKE SHORE BANCORP INC,2006-04-04,2023-12-29
91179,2006-04-07,12,3,4412,Y6476R10,ONAV,OMEGA NAVIGATION ENTERPRISES INC,2006-04-07,2011-07-18
91181,2006-04-25,73,3,6726,33734410,QQEW,FIRST TRUST EXCHANGE TRADED FUND,2006-04-25,2023-12-29
91182,2006-04-25,73,3,6726,33734510,QTEC,FIRST TRUST EXCHANGE TRADED FUND,2006-04-25,2023-12-29
91184,2017-02-13,11,3,2834,14888D20,CBIO,CATALYST BIOSCIENCES INC,2006-04-12,2023-12-29
91186,2006-04-12,11,3,2834,92165910,VNDA,VANDA PHARMACEUTICALS INC,2006-04-12,2023-12-29
91187,2006-04-17,11,3,6035,91962910,VYFC,VALLEY FINANCIAL CORP VA,2006-04-17,2015-06-30
91192,2019-09-09,11,2,2085,14843510,ROX,CASTLE BRANDS INC,2006-04-06,2019-10-08
91194,2021-07-06,44,2,6726,18914E10,GLO,CLOUGH GLOBAL OPPORTUNITIES FUND,2006-04-26,2023-12-29
91195,2006-04-21,11,1,1389,20453E10,CPX,COMPLETE PRODUCTION SERVICES INC,2006-04-21,2012-02-07
91196,2007-06-21,12,2,1041,22027E40,ETQ,CORRIENTE RESOURCES INC,2006-04-06,2010-06-21
91197,2008-11-06,73,4,6726,33692010,FPX,FIRST TRUST E T F,2006-04-13,2023-12-29
91198,2006-04-26,14,1,6726,37896810,GCF,GLOBAL INCOME & CURRENCY FD INC,2006-04-26,2012-12-07
91199,2008-06-16,11,2,4731,18145M10,GLA,CLARK HOLDINGS INC,2006-04-21,2011-11-04
91201,2019-02-26,11,2,7359,45408X30,IGC,INDIA GLOBALIZATION CAPITAL INC,2006-04-13,2023-12-29
91202,2008-12-04,73,4,6726,46428Q10,SLV,ISHARES TRUST,2006-04-28,2023-12-29
91204,2006-04-10,11,1,4911,73650884,POR,PORTLAND GENERAL ELECTRIC CO,2006-04-10,2023-12-29
91205,2006-04-07,11,1,2515,81213930,ZZ,SEALY CORP,2006-04-07,2013-03-15
91207,2006-04-10,11,1,7011,85590A40,HOT,STARWOOD HOTELS & REST WLDWD INC,2006-04-10,2016-09-22
91208,2020-04-29,74,4,6221,91232N20,USO,UNITED STATES OIL FUND L P,2006-04-10,2023-12-29
91209,2008-09-19,73,4,6726,92190884,VIG,VANGUARD SPECIALIZED FUND,2006-04-27,2023-12-29
91212,2006-05-18,11,1,5812,12120820,BKC,BURGER KING HOLDINGS INC,2006-05-18,2010-10-19
91215,2017-12-26,11,1,2911,24665A10,DK,DELEK U S HOLDINGS INC NEW,2006-05-04,2023-12-29
91216,2006-05-04,11,1,7389,26817C10,DCP,DYNCORP INTERNATIONAL INC,2006-05-04,2010-07-07
91217,2006-05-26,44,1,6726,27827110,EOE,EATON VANCE CREDIT OPPORTS FUND,2006-05-26,2010-03-11
91220,2007-12-06,73,4,6726,46428875,ITB,ISHARES TRUST,2006-05-05,2023-12-29
91221,2007-12-06,73,4,6726,46428876,ITA,ISHARES TRUST,2006-05-05,2023-12-29
91222,2007-12-06,73,4,6726,46428877,IAT,ISHARES TRUST,2006-05-05,2023-12-29
91223,2007-12-06,73,4,6726,46428878,IAK,ISHARES TRUST,2006-05-05,2023-12-29
91224,2007-12-06,73,4,6726,46428879,IAI,ISHARES TRUST,2006-05-05,2023-12-29
91225,2007-12-06,73,4,6726,46428881,IHI,ISHARES TRUST,2006-05-05,2023-12-29
91226,2007-12-06,73,4,6726,46428882,IHF,ISHARES TRUST,2006-05-05,2023-12-29
91227,2007-12-06,73,4,6726,46428883,IHE,ISHARES TRUST,2006-05-05,2023-12-29
91228,2007-12-06,73,4,6726,46428884,IEZ,ISHARES TRUST,2006-05-05,2023-12-29
91229,2007-12-06,73,4,6726,46428885,IEO,ISHARES TRUST,2006-05-05,2023-12-29
91231,2007-11-12,11,3,5070,48268R10,KSW,K S W INC,2006-05-03,2012-10-11
91232,2021-09-01,73,4,6726,92189F10,GDX,VANECK E T F TRUST,2006-05-22,2023-12-29
91233,2021-04-01,11,1,7389,57636Q10,MA,MASTERCARD INC,2006-05-25,2023-12-29
91234,2006-05-26,11,1,3491,62475810,MWA,MUELLER WATER PRODUCTS INC,2006-05-26,2023-12-29
91237,2019-12-31,11,3,4813,92886T20,VG,VONAGE HOLDINGS CORP,2006-05-24,2022-07-20
91262,2006-05-31,11,3,4522,04916420,AAWW,ATLAS AIR WORLDWIDE HOLDINGS INC,2006-05-31,2023-03-17
91263,2006-05-10,71,3,1221,01861G10,AHGP,ALLIANCE HOLDINGS G P L P,2006-05-10,2018-05-31
91266,2006-05-15,11,3,6021,07250010,BAYN,BAY NATIONAL CORP,2006-05-15,2010-06-04
91267,2006-05-12,11,3,3841,09064X10,BMTI,BIOMIMETIC THERAPEUTICS INC,2006-05-12,2013-02-28
91269,2018-11-30,11,3,3692,14986C10,CBAT,C B A K ENERGY TECHNOLOGY INC,2006-05-31,2023-12-29
91270,2006-05-02,11,3,2834,16342810,CHTP,CHELSEA THERAPEUTICS INTL LTD,2006-05-02,2014-06-23
91271,2019-08-30,41,1,6733,20451Q10,CODI,COMPASS DIVERSIFIED HOLDINGS,2006-05-11,2023-12-29
91274,2006-05-26,11,3,6021,31891610,FBMS,FIRST BANCSHARES INC MS,2006-05-26,2023-12-29
91275,2006-05-10,11,3,4841,53071M30,LCAPA,LIBERTY MEDIA CORP NEW,2006-05-10,2011-09-23
91276,2006-05-10,11,3,4841,53071M40,LCAPB,LIBERTY MEDIA CORP NEW,2006-05-10,2011-09-23
91277,2018-05-29,11,3,4841,74915M10,QRTEA,QURATE RETAIL INC,2006-05-10,2023-12-29
91278,2018-05-29,11,3,4841,74915M20,QRTEB,QURATE RETAIL INC,2006-05-10,2023-12-29
91279,2014-10-31,11,3,2834,69937430,PRTK,PARATEK PHARMACEUTICALS INC,2006-05-10,2023-09-20
91282,2006-05-17,11,3,6211,70960010,PNSN,PENSON WORLDWIDE INC,2006-05-17,2012-10-05
91283,2020-02-20,11,2,1311,07134L10,BATL,BATTALION OIL CORP,2006-05-09,2023-12-29
91285,2014-02-05,11,3,6162,92549X30,VRTB,VESTIN REALTY MORTGAGE II INC,2006-05-01,2017-03-29
91286,2013-08-22,11,3,7363,92826920,VSCP,VIRTUALSCOPICS INC,2006-05-31,2016-05-10
91287,1996-06-03,11,3,6282,90295210,GROW,U S GLOBAL INVESTORS INC,1996-06-03,2023-12-29
91290,2018-06-04,73,4,6726,46138V10,FXS,INVESCO CURRENCYSHARES SE KRONA,2006-06-26,2020-02-14
91291,2018-06-04,73,4,6726,46138M10,FXB,INVESCO CRRNCYSHRS BRTSH PND ST,2006-06-26,2023-12-29
91292,2018-06-04,73,4,6726,46090N10,FXA,INVESCO CURRENCYSHARES AUS DLR T,2006-06-26,2023-12-29
91293,2018-06-04,73,4,6726,46138R10,FXF,INVESCO CURRENCYSHARES SWISS FR,2006-06-26,2023-12-29
91294,2018-06-04,73,4,6726,46138T10,FXC,INVESCO CURRENCYSHARES CA DLR TR,2006-06-26,2023-12-29
91295,2007-10-30,73,4,6726,23130H10,FXM,CURRENCYSHARES MEXICAN PESO TR,2006-06-26,2012-03-23
91297,2008-11-06,73,4,6726,33733E20,FBT,FIRST TRUST EXCHANGE TRADED FUND,2006-06-23,2023-12-29
91298,2008-11-06,73,4,6726,33733E30,FDN,FIRST TRUST EXCHANGE TRADED FUND,2006-06-23,2023-12-29
91299,2010-01-11,11,3,7359,36982210,GFN,GENERAL FINANCE CORP,2006-06-13,2021-05-25
91301,2021-11-08,44,1,6722,65340G20,NXDT,NEXPOINT DIVERSIFIED REAL ES TR,2006-06-26,2023-12-29
91302,2006-06-28,11,1,5651,46612H40,JCG,J CREW GROUP INC,2006-06-28,2011-03-04
91303,2011-08-04,12,1,1311,50015Q10,KOG,KODIAK OIL & GAS CORP,2006-06-21,2014-12-05
91304,2012-10-10,44,1,6726,67073C10,JGG,NUVEEN GLOBAL INCOME OPPS FD,2006-06-28,2014-11-21
91305,2022-01-31,12,2,1311,67448220,OBE,OBSIDIAN ENERGY LTD,2006-06-22,2023-12-29
91306,2020-08-26,12,2,1081,73191640,PLM,POLYMET MINING CORP,2006-06-26,2023-11-06
91307,2008-11-12,73,4,6726,74347R10,SSO,PROSHARES TRUST,2006-06-21,2023-12-29
91308,2008-11-12,73,4,6726,74347R20,QLD,PROSHARES TRUST,2006-06-21,2023-12-29
91309,2008-11-12,73,4,6726,74347R30,DDM,PROSHARES TRUST,2006-06-21,2023-12-29
91310,2008-11-12,73,4,6726,74347R40,MVV,PROSHARES TRUST,2006-06-21,2023-12-29
91311,2016-06-24,73,4,6726,74347B42,SH,PROSHARES TRUST,2006-06-21,2023-12-29
91312,2014-11-06,73,4,6726,74347B71,PSQ,PROSHARES TRUST,2006-06-21,2023-12-29
91313,2018-05-24,73,4,6726,74347B23,DOG,PROSHARES TRUST,2006-06-21,2023-12-29
91314,2018-05-24,73,4,6726,74347B25,MYY,PROSHARES TRUST,2006-06-21,2023-12-29
91315,2008-11-07,73,4,6726,78464A69,KRE,SPDR SERIES TRUST,2006-06-22,2023-12-29
91316,2008-11-07,73,4,6726,78464A71,XRT,SPDR SERIES TRUST,2006-06-22,2023-12-29
91317,2008-11-07,73,4,6726,78464A72,XPH,SPDR SERIES TRUST,2006-06-22,2023-12-29
91318,2020-03-30,73,4,6726,78468R55,XOP,SPDR SERIES TRUST,2006-06-22,2023-12-29
91319,2020-03-30,73,4,6726,78468R54,XES,SPDR SERIES TRUST,2006-06-22,2023-12-29
91320,2008-11-07,73,4,6726,78464A75,XME,SPDR SERIES TRUST,2006-06-22,2023-12-29
91321,2016-12-05,12,1,1081,87874220,TECK,TECK RESOURCES LTD,2006-06-29,2023-12-29
91324,2007-10-11,73,4,6726,97717W10,DTD,WISDOMTREE TRUST,2006-06-16,2023-12-29
91325,2007-10-11,73,4,6726,97717W20,DHS,WISDOMTREE TRUST,2006-06-16,2023-12-29
91326,2007-11-28,73,4,6726,97717W30,DLN,WISDOMTREE TRUST,2006-06-16,2023-12-29
91327,2022-01-18,73,4,6726,97717W40,AIVL,WISDOMTREE TRUST,2006-06-16,2023-12-29
91328,2007-11-28,73,4,6726,97717W50,DON,WISDOMTREE TRUST,2006-06-16,2023-12-29
91330,2007-11-28,73,4,6726,97717W60,DES,WISDOMTREE TRUST,2006-06-16,2023-12-29
91331,2007-10-11,73,4,6726,97717W70,DWM,WISDOMTREE TRUST,2006-06-16,2023-12-29
91332,2007-10-11,73,4,6726,97717W76,DLS,WISDOMTREE TRUST,2006-06-16,2023-12-29
91333,2007-10-11,73,4,6726,97717W77,DIM,WISDOMTREE TRUST,2006-06-16,2023-12-29
91334,2022-01-18,73,4,6726,97717W78,AIVI,WISDOMTREE TRUST,2006-06-16,2023-12-29
91335,2007-10-11,73,4,6726,97717W79,DOL,WISDOMTREE TRUST,2006-06-16,2023-12-29
91336,2007-10-11,73,4,6726,97717W80,DTH,WISDOMTREE TRUST,2006-06-16,2023-12-29
91338,2011-06-20,73,4,6726,97717W81,AUSE,WISDOMTREE TRUST,2006-06-16,2019-03-14
91339,2011-06-20,73,4,6726,97717W82,AXJL,WISDOMTREE TRUST,2006-06-16,2020-05-27
91340,2007-10-11,73,4,6726,97717W83,DFJ,WISDOMTREE TRUST,2006-06-16,2023-12-29
91341,2007-10-11,73,4,6726,97717W84,DNL,WISDOMTREE TRUST,2006-06-16,2023-12-29
91342,2007-10-11,73,4,6726,97717W85,DXJ,WISDOMTREE TRUST,2006-06-16,2023-12-29
91343,2007-10-11,73,4,6726,97717W86,DFE,WISDOMTREE TRUST,2006-06-16,2023-12-29
91344,2007-11-28,73,4,6726,97717W87,DEW,WISDOMTREE TRUST,2006-06-16,2023-12-29
91346,2007-11-28,73,4,6726,97717W88,DEB,WISDOMTREE TRUST,2006-06-16,2010-03-24
91348,2016-08-25,11,3,3841,02081G20,ATEC,ALPHATEC HOLDINGS INC,2006-06-02,2023-12-29
91349,2006-06-02,11,3,7997,89214A10,CLUB,TOWN SPORTS INTL HOLDINGS INC,2006-06-02,2020-09-23
91350,2006-06-01,11,3,4833,12642X10,CTCM,C T C MEDIA INC,2006-06-01,2016-05-18
91351,2006-06-19,11,3,6331,27653410,EIHI,EASTERN INSURANCE HOLDINGS INC,2006-06-19,2013-12-31
91354,2006-06-15,11,3,5940,38168Y10,GOLF,GOLFSMITH INTL HLDGS INC,2006-06-15,2012-07-24
91355,2021-03-24,11,1,8742,43146610,HIL,HILL INTERNATIONAL INC,2006-06-29,2022-12-23
91356,2021-11-22,11,1,6712,43689320,HOMB,HOME BANCSHARES INC,2006-06-23,2023-12-29
91357,2006-06-15,11,3,5063,44244K10,HWCC,HOUSTON WIRE & CABLE CO,2006-06-15,2021-06-15
91358,2006-06-07,11,3,6531,54352430,LOOP,LOOPNET INC,2006-06-07,2012-04-30
91359,2006-06-02,11,3,8731,55035110,LUNA,LUNA INNOVATIONS INC,2006-06-02,2023-12-29
91360,2014-07-28,11,3,6022,81617L10,SLCT,SELECT BANCORP INC,2006-06-30,2021-10-15
91363,2016-12-28,11,1,3442,69336V10,PGTI,P G T INNOVATIONS INC,2006-06-28,2023-12-29
91364,2015-03-02,11,3,7900,74051E20,PRXI,PREMIER EXHIBITIONS INC,2006-06-19,2016-02-09
91365,2009-02-26,11,3,2834,14161910,CSII,CARDIOVASCULAR SYSTEMS INC DEL,2006-06-28,2023-04-27
91366,2018-10-01,11,3,7371,87157B10,SNCR,SYNCHRONOSS TECHNOLOGIES INC,2006-06-15,2023-12-29
91367,2012-07-11,12,3,7372,14888710,CTRX,CATAMARAN CORP,2006-06-23,2015-07-23
91369,2006-06-09,11,3,6022,88043P10,TNCC,TENNESSEE COMMERCE BANCORP INC,2006-06-09,2012-01-27
91370,2006-06-21,11,3,3674,87874D10,TWLL,TECHWELL INC,2006-06-21,2010-04-27
91371,2006-06-15,11,3,3845,92864510,VOLC,VOLCANO CORP,2006-06-15,2015-02-17
91372,2006-06-13,12,3,3825,Y9369110,VRGY,VERIGY LTD,2006-06-13,2011-07-01
91373,2014-12-08,11,3,6162,92549020,VRTA,VESTIN REALTY MORTGAGE I INC,2006-06-01,2015-12-30
91374,2022-07-01,44,1,6722,00302M10,AGD,ABRDN GLOBAL DYNAMIC DIVIDEND FD,2006-07-26,2023-12-29
91375,2006-07-03,11,2,8082,03920910,KAD,ARCADIA RESOURCES INC,2006-07-03,2011-09-02
91376,2011-04-28,71,1,1311,04930A10,ATLS,ATLAS ENERGY L P,2006-07-21,2015-02-27
91378,2013-06-03,73,3,6726,33733E10,FTCS,FIRST TRUST EXCHANGE TRADED FUND,2006-07-11,2023-12-29
91379,2020-11-18,11,2,1382,44183U20,HUSA,HOUSTON AMERICAN ENERGY CORP,2006-07-26,2023-12-29
91381,2007-12-27,73,4,6726,46428R10,GSG,ISHARES S & P GSCI COMM INDEX TR,2006-07-21,2023-12-29
91382,2006-07-20,11,2,2834,47189410,JAV,JAVELIN PHARMACEUTICALS INC,2006-07-20,2010-07-02
91383,2014-01-24,44,1,6726,6706EH10,JGV,NUVEEN GLOBAL EQUITY INCOME FD,2006-07-25,2016-10-10
91384,2021-05-25,73,4,6726,74347G58,MZZ,PROSHARES TRUST,2006-07-13,2023-12-29
91385,2022-01-13,73,4,6726,74347G37,DXD,PROSHARES TRUST,2006-07-13,2023-12-29
91386,2021-01-21,73,4,6726,74347G73,QID,PROSHARES TRUST,2006-07-13,2023-12-29
91387,2022-01-13,73,4,6726,74347G41,SDS,PROSHARES TRUST,2006-07-13,2023-12-29
91389,2007-04-02,71,1,4612,67059L10,NSH,NUSTAR G P HOLDINGS LLC,2006-07-14,2018-07-20
91390,2019-09-09,31,1,8741,92932M10,WNS,W N S HOLDINGS LTD,2006-07-26,2023-12-29
91391,2018-05-29,11,3,4813,97382A30,WIN,WINDSTREAM HOLDINGS INC,2006-07-18,2019-03-05
91392,2021-02-17,11,1,7011,89416410,TNL,TRAVEL & LEISURE CO,2006-08-01,2023-12-29
91393,2010-12-01,12,1,6331,H0153110,AWH,ALLIED WORLD ASSUR CO HLDGS AG,2006-07-12,2017-07-27
91395,2021-09-01,11,3,8731,85756110,STAB,STATERA BIOPHARMA INC,2006-07-21,2023-01-11
91397,2006-07-20,11,3,6036,16856510,CBNK,CHICOPEE BANCORP INC,2006-07-20,2016-10-21
91400,2006-07-11,11,3,6712,31969M10,FCLF,FIRST CLOVER LEAF FINANCIAL CORP,2006-07-11,2016-09-08
91401,2006-07-28,11,3,1311,37250U20,GMET,GEOMET INC,2006-07-28,2012-08-10
91402,2021-03-29,11,1,3443,16115Q30,GTLS,CHART INDUSTRIES INC,2006-07-26,2023-12-29
91403,2006-07-07,11,3,3334,48300770,KALU,KAISER ALUMINUM CORP,2006-07-07,2023-12-29
91404,2006-07-24,11,3,6035,53017Q10,LBCP,LIBERTY BANCORP INC MO,2006-07-24,2010-03-02
91405,2006-07-06,11,3,6035,66411210,NECB,NORTHEAST COMMUNITY BANCORP INC,2006-07-06,2015-12-24
91406,2006-07-07,11,3,6035,65175410,NFSB,NEWPORT BANCORP INC,2006-07-07,2013-09-06
91407,2006-07-12,11,3,6035,77581P10,ROMA,ROMA FINANCIAL CORP,2006-07-12,2013-12-06
91408,2006-07-14,11,3,6022,86626420,SSBI,SUMMIT STATE BANK,2006-07-14,2023-12-29
91410,2006-08-04,71,1,4613,11816710,BGH,BUCKEYE G P HOLDINGS L P,2006-08-04,2010-11-19
91411,2006-11-01,11,2,1311,67804610,BQI,OILSANDS QUEST INC,2006-08-24,2011-11-28
91412,2006-08-29,11,2,3674,29355M20,ENA,ENOVA SYSTEMS INC,2006-08-29,2012-10-26
91413,2017-08-30,11,1,6282,29977A10,EVR,EVERCORE INC,2006-08-11,2023-12-29
91414,2022-07-01,44,1,6722,33731K10,FEO,FIRST TRUST ABRDN EMERG OPP FUND,2006-08-29,2022-12-01
91416,2021-04-01,11,1,2253,41034510,HBI,HANESBRANDS INC,2006-09-06,2023-12-29
91418,2007-10-09,11,2,1061,37037310,GMO,GENERAL MOLY INC,2006-08-16,2020-09-30
91419,2011-01-03,11,1,1311,55973B10,MHR,MAGNUM HUNTER RESOURCES CORP,2006-08-29,2015-11-10
